i,rP[i],T[i],Se[i],Sw[i],aE[i],aW[i],aP[i],bP[i],P[i],R[i]
321,4.556,89.7556,14.3257,14.3005,537212,536270,1.0735e+06,343.514,0.9955,0.780984
322,4.564,89.3768,14.3508,14.3257,538155,537212,1.07538e+06,344.117,0.995503,0.776747
323,4.572,89.0003,14.3759,14.3508,539097,538155,1.07727e+06,344.721,0.995506,0.772541
324,4.58,88.6261,14.4011,14.3759,540040,539097,1.07915e+06,345.324,0.995508,0.768365
325,4.588,88.2542,14.4262,14.4011,540982,540040,1.08104e+06,345.927,0.995511,0.76422
326,4.596,87.8845,14.4513,14.4262,541925,540982,1.08292e+06,346.53,0.995513,0.760104
327,4.604,87.5171,14.4765,14.4513,542867,541925,1.08481e+06,347.133,0.995515,0.756018
328,4.612,87.1519,14.5016,14.4765,543810,542867,1.08669e+06,347.737,0.995518,0.751962
329,4.62,86.7889,14.5267,14.5016,544752,543810,1.08858e+06,348.34,0.99552,0.747934
330,4.628,86.4282,14.5519,14.5267,545695,544752,1.09046e+06,348.943,0.995522,0.743936
331,4.636,86.0696,14.577,14.5519,546637,545695,1.09235e+06,349.546,0.995525,0.739966
332,4.644,85.7132,14.6021,14.577,547580,546637,1.09423e+06,350.149,0.995527,0.736025
333,4.652,85.359,14.6273,14.6021,548522,547580,1.09612e+06,350.753,0.995529,0.732112
334,4.66,85.007,14.6524,14.6273,549465,548522,1.098e+06,351.356,0.995531,0.728227
335,4.668,84.6571,14.6775,14.6524,550407,549465,1.09989e+06,351.959,0.995533,0.724369
336,4.676,84.3093,14.7027,14.6775,551350,550407,1.10177e+06,352.562,0.995535,0.720539
337,4.684,83.9636,14.7278,14.7027,552292,551350,1.10366e+06,353.165,0.995538,0.716737
338,4.692,83.62,14.7529,14.7278,553234,552292,1.10554e+06,353.768,0.99554,0.712961
339,4.7,83.2785,14.7781,14.7529,554177,553234,1.10743e+06,354.372,0.995541,0.709211
340,4.708,82.9391,14.8032,14.7781,555119,554177,1.10931e+06,354.975,0.995543,0.705489
341,4.716,82.6017,14.8283,14.8032,556062,555119,1.1112e+06,355.578,0.995545,0.701792
342,4.724,82.2664,14.8535,14.8283,557004,556062,1.11308e+06,356.181,0.995547,0.698122
343,4.732,81.9331,14.8786,14.8535,557947,557004,1.11497e+06,356.784,0.995549,0.694477
344,4.74,81.6018,14.9037,14.8786,558889,557947,1.11685e+06,357.388,0.995551,0.690858
345,4.748,81.2726,14.9288,14.9037,559832,558889,1.11874e+06,357.991,0.995553,0.687264
346,4.756,80.9453,14.954,14.9288,560774,559832,1.12062e+06,358.594,0.995554,0.683695
347,4.764,80.62,14.9791,14.954,561717,560774,1.12251e+06,359.197,0.995556,0.680152
348,4.772,80.2967,15.0042,14.9791,562659,561717,1.12439e+06,359.8,0.995558,0.676633
349,4.78,79.9753,15.0294,15.0042,563602,562659,1.12628e+06,360.404,0.995559,0.673138
350,4.788,79.6559,15.0545,15.0294,564544,563602,1.12816e+06,361.007,0.995561,0.669668
351,4.796,79.3384,15.0796,15.0545,565487,564544,1.13005e+06,361.61,0.995563,0.666222
352,4.804,79.0228,15.1048,15.0796,566429,565487,1.13193e+06,362.213,0.995564,0.6628
353,4.812,78.7092,15.1299,15.1048,567372,566429,1.13382e+06,362.816,0.995566,0.659401
354,4.82,78.3974,15.155,15.1299,568314,567372,1.1357e+06,363.419,0.995567,0.656026
355,4.828,78.0875,15.1802,15.155,569257,568314,1.13759e+06,364.023,0.995569,0.652675
356,4.836,77.7795,15.2053,15.1802,570199,569257,1.13947e+06,364.626,0.99557,0.649346
357,4.844,77.4733,15.2304,15.2053,571142,570199,1.14136e+06,365.229,0.995572,0.64604
358,4.852,77.169,15.2556,15.2304,572084,571142,1.14324e+06,365.832,0.995573,0.642758
359,4.86,76.8665,15.2807,15.2556,573027,572084,1.14513e+06,366.435,0.995574,0.639497
360,4.868,76.5659,15.3058,15.2807,573969,573027,1.14701e+06,367.039,0.995576,0.636259
361,4.876,76.267,15.331,15.3058,574911,573969,1.1489e+06,367.642,0.995577,0.633043
362,4.884,75.97,15.3561,15.331,575854,574911,1.15078e+06,368.245,0.995578,0.629849
363,4.892,75.6748,15.3812,15.3561,576796,575854,1.15267e+06,368.848,0.99558,0.626677
364,4.9,75.3813,15.4064,15.3812,577739,576796,1.15455e+06,369.451,0.995581,0.623527
365,4.908,75.0896,15.4315,15.4064,578681,577739,1.15644e+06,370.054,0.995582,0.620398
366,4.916,74.7997,15.4566,15.4315,579624,578681,1.15832e+06,370.658,0.995583,0.61729
367,4.924,74.5115,15.4818,15.4566,580566,579624,1.16021e+06,371.261,0.995585,0.614203
368,4.932,74.225,15.5069,15.4818,581509,580566,1.16209e+06,371.864,0.995586,0.611138
369,4.94,73.9402,15.532,15.5069,582451,581509,1.16397e+06,372.467,0.995587,0.608093
370,4.948,73.6572,15.5572,15.532,583394,582451,1.16586e+06,373.07,0.995588,0.605068
371,4.956,73.3759,15.5823,15.5572,584336,583394,1.16774e+06,373.674,0.995589,0.602064
372,4.964,73.0963,15.6074,15.5823,585279,584336,1.16963e+06,374.277,0.99559,0.599081
373,4.972,72.8183,15.6326,15.6074,586221,585279,1.17151e+06,374.88,0.995591,0.596117
374,4.98,72.542,15.6577,15.6326,587164,586221,1.1734e+06,375.483,0.995592,0.593174
375,4.988,72.2674,15.6828,15.6577,588106,587164,1.17528e+06,376.086,0.995593,0.59025
376,4.996,71.9944,15.708,15.6828,589049,588106,1.17717e+06,376.69,0.995594,0.587346
377,5.004,71.7231,15.7331,15.708,589991,589049,1.17905e+06,377.293,0.995595,0.584461
378,5.012,71.4534,15.7582,15.7331,590934,589991,1.18094e+06,377.896,0.995596,0.581596
379,5.02,71.1853,15.7834,15.7582,591876,590934,1.18282e+06,378.499,0.995597,0.578749
380,5.028,70.9188,15.8085,15.7834,592819,591876,1.18471e+06,379.102,0.995598,0.575922
381,5.036,70.6539,15.8336,15.8085,593761,592819,1.18659e+06,379.705,0.995599,0.573114
382,5.044,70.3906,15.8588,15.8336,594703,593761,1.18848e+06,380.309,0.995599,0.570324
383,5.052,70.1289,15.8839,15.8588,595646,594703,1.19036e+06,380.912,0.9956,0.567553
384,5.06,69.8688,15.909,15.8839,596588,595646,1.19225e+06,381.515,0.995601,0.564801
385,5.068,69.6102,15.9342,15.909,597531,596588,1.19413e+06,382.118,0.995602,0.562066
386,5.076,69.3531,15.9593,15.9342,598473,597531,1.19602e+06,382.721,0.995603,0.55935
387,5.084,69.0976,15.9844,15.9593,599416,598473,1.1979e+06,383.325,0.995603,0.556652
388,5.092,68.8436,16.0096,15.9844,600358,599416,1.19979e+06,383.928,0.995604,0.553971
389,5.1,68.5912,16.0347,16.0096,601301,600358,1.20167e+06,384.531,0.995605,0.551309
390,5.108,68.3403,16.0598,16.0347,602243,601301,1.20356e+06,385.134,0.995606,0.548664
391,5.116,68.0908,16.085,16.0598,603186,602243,1.20544e+06,385.737,0.995606,0.546036
392,5.124,67.8429,16.1101,16.085,604128,603186,1.20733e+06,386.34,0.995607,0.543426
393,5.132,67.5964,16.1352,16.1101,605071,604128,1.20921e+06,386.944,0.995607,0.540833
394,5.14,67.3514,16.1604,16.1352,606013,605071,1.2111e+06,387.547,0.995608,0.538257
395,5.148,67.1079,16.1855,16.1604,606956,606013,1.21298e+06,388.15,0.995609,0.535698
396,5.156,66.8658,16.2106,16.1855,607898,606956,1.21487e+06,388.753,0.995609,0.533156
397,5.164,66.6252,16.2358,16.2106,608841,607898,1.21675e+06,389.356,0.99561,0.53063
398,5.172,66.386,16.2609,16.2358,609783,608841,1.21864e+06,389.96,0.99561,0.528121
399,5.18,66.1482,16.286,16.2609,610726,609783,1.22052e+06,390.563,0.995611,0.525628
400,5.188,65.9119,16.3111,16.286,611668,610726,1.22241e+06,391.166,0.995612,0.523152
401,5.196,65.677,16.3363,16.3111,612611,611668,1.22429e+06,391.769,0.995612,0.520692
402,5.204,65.4434,16.3614,16.3363,613553,612611,1.22618e+06,392.372,0.995613,0.518248
403,5.212,65.2113,16.3865,16.3614,614496,613553,1.22806e+06,392.976,0.995613,0.515819
404,5.22,64.9806,16.4117,16.3865,615438,614496,1.22995e+06,393.579,0.995613,0.513407
405,5.228,64.7512,16.4368,16.4117,616380,615438,1.23183e+06,394.182,0.995614,0.51101
406,5.236,64.5232,16.4619,16.4368,617323,616380,1.23372e+06,394.785,0.995614,0.508629
407,5.244,64.2965,16.4871,16.4619,618265,617323,1.2356e+06,395.388,0.995615,0.506263
408,5.252,64.0712,16.5122,16.4871,619208,618265,1.23749e+06,395.991,0.995615,0.503913
409,5.26,63.8473,16.5373,16.5122,620150,619208,1.23937e+06,396.595,0.995616,0.501578
410,5.268,63.6247,16.5625,16.5373,621093,620150,1.24126e+06,397.198,0.995616,0.499258
411,5.276,63.4034,16.5876,16.5625,622035,621093,1.24314e+06,397.801,0.995616,0.496953
412,5.284,63.1834,16.6127,16.5876,622978,622035,1.24503e+06,398.404,0.995617,0.494663
413,5.292,62.9647,16.6379,16.6127,623920,622978,1.24691e+06,399.007,0.995617,0.492387
414,5.3,62.7474,16.663,16.6379,624863,623920,1.2488e+06,399.611,0.995617,0.490127
415,5.308,62.5313,16.6881,16.663,625805,624863,1.25068e+06,400.214,0.995618,0.487881
416,5.316,62.3165,16.7133,16.6881,626748,625805,1.25257e+06,400.817,0.995618,0.485649
417,5.324,62.103,16.7384,16.7133,627690,626748,1.25445e+06,401.42,0.995618,0.483432
418,5.332,61.8908,16.7635,16.7384,628633,627690,1.25634e+06,402.023,0.995618,0.481229
419,5.34,61.6798,16.7887,16.7635,629575,628633,1.25822e+06,402.627,0.995619,0.47904
420,5.348,61.4701,16.8138,16.7887,630518,629575,1.26011e+06,403.23,0.995619,0.476865
421,5.356,61.2616,16.8389,16.8138,631460,630518,1.26199e+06,403.833,0.995619,0.474704
422,5.364,61.0543,16.8641,16.8389,632403,631460,1.26388e+06,404.436,0.995619,0.472557
423,5.372,60.8483,16.8892,16.8641,633345,632403,1.26576e+06,405.039,0.99562,0.470423
424,5.38,60.6436,16.9143,16.8892,634288,633345,1.26765e+06,405.642,0.99562,0.468304
425,5.388,60.44,16.9395,16.9143,635230,634288,1.26953e+06,406.246,0.99562,0.466197
426,5.396,60.2376,16.9646,16.9395,636173,635230,1.27142e+06,406.849,0.99562,0.464105
427,5.404,60.0365,16.9897,16.9646,637115,636173,1.2733e+06,407.452,0.99562,0.462025
428,5.412,59.8365,17.0149,16.9897,638057,637115,1.27519e+06,408.055,0.995621,0.459959
429,5.42,59.6377,17.04,17.0149,639000,638057,1.27707e+06,408.658,0.995621,0.457906
430,5.428,59.4401,17.0651,17.04,639942,639000,1.27896e+06,409.262,0.995621,0.455866
431,5.436,59.2437,17.0903,17.0651,640885,639942,1.28084e+06,409.865,0.995621,0.453839
432,5.444,59.0484,17.1154,17.0903,641827,640885,1.28273e+06,410.468,0.995621,0.451825
433,5.452,58.8543,17.1405,17.1154,642770,641827,1.28461e+06,411.071,0.995621,0.449824
434,5.46,58.6614,17.1657,17.1405,643712,642770,1.2865e+06,411.674,0.995621,0.447835
435,5.468,58.4696,17.1908,17.1657,644655,643712,1.28838e+06,412.277,0.995621,0.445859
436,5.476,58.2789,17.2159,17.1908,645597,644655,1.29027e+06,412.881,0.995621,0.443895
437,5.484,58.0894,17.2411,17.2159,646540,645597,1.29215e+06,413.484,0.995621,0.441944
438,5.492,57.9009,17.2662,17.2411,647482,646540,1.29404e+06,414.087,0.995621,0.440005
439,5.5,57.7136,17.2913,17.2662,648425,647482,1.29592e+06,414.69,0.995621,0.438079
440,5.508,57.5275,17.3165,17.2913,649367,648425,1.29781e+06,415.293,0.995622,0.436164
441,5.516,57.3424,17.3416,17.3165,650310,649367,1.29969e+06,415.897,0.995622,0.434262
442,5.524,57.1584,17.3667,17.3416,651252,650310,1.30158e+06,416.5,0.995622,0.432372
443,5.532,56.9755,17.3919,17.3667,652195,651252,1.30346e+06,417.103,0.995622,0.430493
444,5.54,56.7936,17.417,17.3919,653137,652195,1.30535e+06,417.706,0.995622,0.428627
445,5.548,56.6129,17.4421,17.417,654080,653137,1.30723e+06,418.309,0.995622,0.426772
446,5.556,56.4332,17.4673,17.4421,655022,654080,1.30912e+06,418.913,0.995622,0.424928
447,5.564,56.2546,17.4924,17.4673,655965,655022,1.311e+06,419.516,0.995621,0.423097
448,5.572,56.077,17.5175,17.4924,656907,655965,1.31289e+06,420.119,0.995621,0.421277
449,5.58,55.9005,17.5427,17.5175,657850,656907,1.31477e+06,420.722,0.995621,0.419468
450,5.588,55.725,17.5678,17.5427,658792,657850,1.31666e+06,421.325,0.995621,0.41767
451,5.596,55.5506,17.5929,17.5678,659734,658792,1.31854e+06,421.928,0.995621,0.415884
452,5.604,55.3772,17.6181,17.5929,660677,659734,1.32043e+06,422.532,0.995621,0.414109
453,5.612,55.2048,17.6432,17.6181,661619,660677,1.32231e+06,423.135,0.995621,0.412345
454,5.62,55.0335,17.6683,17.6432,662562,661619,1.3242e+06,423.738,0.995621,0.410592
455,5.628,54.8631,17.6934,17.6683,663504,662562,1.32608e+06,424.341,0.995621,0.40885
456,5.636,54.6938,17.7186,17.6934,664447,663504,1.32797e+06,424.944,0.995621,0.407119
457,5.644,54.5254,17.7437,17.7186,665389,664447,1.32985e+06,425.548,0.995621,0.405399
458,5.652,54.3581,17.7688,17.7437,666332,665389,1.33174e+06,426.151,0.995621,0.403689
459,5.66,54.1917,17.794,17.7688,667274,666332,1.33362e+06,426.754,0.99562,0.40199
460,5.668,54.0264,17.8191,17.794,668217,667274,1.33551e+06,427.357,0.99562,0.400302
461,5.676,53.862,17.8442,17.8191,669159,668217,1.33739e+06,427.96,0.99562,0.398624
462,5.684,53.6985,17.8694,17.8442,670102,669159,1.33928e+06,428.564,0.99562,0.396957
463,5.692,53.5361,17.8945,17.8694,671044,670102,1.34116e+06,429.167,0.99562,0.3953
464,5.7,53.3746,17.9196,17.8945,671987,671044,1.34305e+06,429.77,0.99562,0.393653
465,5.708,53.214,17.9448,17.9196,672929,671987,1.34493e+06,430.373,0.995619,0.392016
466,5.716,53.0544,17.9699,17.9448,673872,672929,1.34682e+06,430.976,0.995619,0.39039
467,5.724,52.8957,17.995,17.9699,674814,673872,1.3487e+06,431.579,0.995619,0.388774
468,5.732,52.738,18.0202,17.995,675757,674814,1.35059e+06,432.183,0.995619,0.387167
469,5.74,52.5812,18.0453,18.0202,676699,675757,1.35247e+06,432.786,0.995619,0.385571
470,5.748,52.4253,18.0704,18.0453,677642,676699,1.35436e+06,433.389,0.995619,0.383984
471,5.756,52.2703,18.0956,18.0704,678584,677642,1.35624e+06,433.992,0.995618,0.382408
472,5.764,52.1163,18.1207,18.0956,679526,678584,1.35813e+06,434.595,0.995618,0.380841
473,5.772,51.9631,18.1458,18.1207,680469,679526,1.36001e+06,435.199,0.995618,0.379283
474,5.78,51.8109,18.171,18.1458,681411,680469,1.3619e+06,435.802,0.995618,0.377735
475,5.788,51.6596,18.1961,18.171,682354,681411,1.36378e+06,436.405,0.995617,0.376197
476,5.796,51.5091,18.2212,18.1961,683296,682354,1.36567e+06,437.008,0.995617,0.374669
477,5.804,51.3595,18.2464,18.2212,684239,683296,1.36755e+06,437.611,0.995617,0.373149
478,5.812,51.2109,18.2715,18.2464,685181,684239,1.36944e+06,438.214,0.995617,0.371639
479,5.82,51.063,18.2966,18.2715,686124,685181,1.37132e+06,438.818,0.995616,0.370139
480,5.828,50.9161,18.3218,18.2966,687066,686124,1.37321e+06,439.421,0.995616,0.368647
481,5.836,50.77,18.3469,18.3218,688009,687066,1.37509e+06,440.024,0.995616,0.367165
482,5.844,50.6248,18.372,18.3469,688951,688009,1.37698e+06,440.627,0.995616,0.365692
483,5.852,50.4804,18.3972,18.372,689894,688951,1.37886e+06,441.23,0.995615,0.364228
484,5.86,50.3369,18.4223,18.3972,690836,689894,1.38075e+06,441.834,0.995615,0.362773
485,5.868,50.1943,18.4474,18.4223,691779,690836,1.38263e+06,442.437,0.995615,0.361327
486,5.876,50.0524,18.4726,18.4474,692721,691779,1.38452e+06,443.04,0.995614,0.359889
487,5.884,49.9114,18.4977,18.4726,693664,692721,1.3864e+06,443.643,0.995614,0.358461
488,5.892,49.7713,18.5228,18.4977,694606,693664,1.38829e+06,444.246,0.995614,0.357041
489,5.9,49.6319,18.548,18.5228,695549,694606,1.39017e+06,444.85,0.995613,0.35563
490,5.908,49.4934,18.5731,18.548,696491,695549,1.39206e+06,445.453,0.995613,0.354228
491,5.916,49.3557,18.5982,18.5731,697434,696491,1.39394e+06,446.056,0.995613,0.352834
492,5.924,49.2188,18.6234,18.5982,698376,697434,1.39583e+06,446.659,0.995613,0.351448
493,5.932,49.0827,18.6485,18.6234,699319,698376,1.39771e+06,447.262,0.995612,0.350071
494,5.94,48.9474,18.6736,18.6485,700261,699319,1.3996e+06,447.865,0.995612,0.348703
495,5.948,48.8129,18.6988,18.6736,701203,700261,1.40148e+06,448.469,0.995611,0.347343
496,5.956,48.6792,18.7239,18.6988,702146,701203,1.40337e+06,449.072,0.995611,0.345991
497,5.964,48.5462,18.749,18.7239,703088,702146,1.40525e+06,449.675,0.995611,0.344647
498,5.972,48.4141,18.7742,18.749,704031,703088,1.40714e+06,450.278,0.99561,0.343312
499,5.98,48.2827,18.7993,18.7742,704973,704031,1.40902e+06,450.881,0.99561,0.341985
500,5.988,48.1521,18.8244,18.7993,705916,704973,1.41091e+06,451.485,0.99561,0.340665
501,5.996,48.0223,18.8496,18.8244,706858,705916,1.41279e+06,452.088,0.995609,0.339354
502,6.004,47.8932,18.8747,18.8496,707801,706858,1.41468e+06,452.691,0.995609,0.338051
503,6.012,47.7649,18.8998,18.8747,708743,707801,1.41656e+06,453.294,0.995609,0.336756
504,6.02,47.6373,18.925,18.8998,709686,708743,1.41845e+06,453.897,0.995608,0.335468
505,6.028,47.5105,18.9501,18.925,710628,709686,1.42033e+06,454.5,0.995608,0.334188
506,6.036,47.3845,18.9752,18.9501,711571,710628,1.42222e+06,455.104,0.995607,0.332917
507,6.044,47.2591,19.0004,18.9752,712513,711571,1.4241e+06,455.707,0.995607,0.331652
508,6.052,47.1345,19.0255,19.0004,713456,712513,1.42599e+06,456.31,0.995607,0.330396
509,6.06,47.0107,19.0506,19.0255,714398,713456,1.42787e+06,456.913,0.995606,0.329147
510,6.068,46.8875,19.0758,19.0506,715341,714398,1.42976e+06,457.516,0.995606,0.327906
511,6.076,46.7651,19.1009,19.0758,716283,715341,1.43164e+06,458.12,0.995605,0.326672
512,6.084,46.6434,19.126,19.1009,717226,716283,1.43353e+06,458.723,0.995605,0.325446
513,6.092,46.5224,19.1511,19.126,718168,717226,1.43541e+06,459.326,0.995605,0.324227
514,6.1,46.4022,19.1763,19.1511,719111,718168,1.4373e+06,459.929,0.995604,0.323015
515,6.108,46.2826,19.2014,19.1763,720053,719111,1.43918e+06,460.532,0.995604,0.321811
516,6.116,46.1637,19.2265,19.2014,720996,720053,1.44107e+06,461.136,0.995603,0.320614
517,6.124,46.0456,19.2517,19.2265,721938,720996,1.44295e+06,461.739,0.995603,0.319425
518,6.132,45.9281,19.2768,19.2517,722880,721938,1.44484e+06,462.342,0.995603,0.318242
519,6.14,45.8113,19.3019,19.2768,723823,722880,1.44672e+06,462.945,0.995602,0.317067
520,6.148,45.6952,19.3271,19.3019,724765,723823,1.44861e+06,463.548,0.995602,0.315898
521,6.156,45.5798,19.3522,19.3271,725708,724765,1.45049e+06,464.151,0.995601,0.314737
522,6.164,45.465,19.3773,19.3522,726650,725708,1.45238e+06,464.755,0.995601,0.313583
523,6.172,45.3509,19.4025,19.3773,727593,726650,1.45426e+06,465.358,0.9956,0.312436
524,6.18,45.2375,19.4276,19.4025,728535,727593,1.45615e+06,465.961,0.9956,0.311295
525,6.188,45.1248,19.4527,19.4276,729478,728535,1.45803e+06,466.564,0.995599,0.310162
526,6.196,45.0127,19.4779,19.4527,730420,729478,1.45992e+06,467.167,0.995599,0.309035
527,6.204,44.9013,19.503,19.4779,731363,730420,1.4618e+06,467.771,0.995599,0.307915
528,6.212,44.7905,19.5281,19.503,732305,731363,1.46369e+06,468.374,0.995598,0.306802
529,6.22,44.6804,19.5533,19.5281,733248,732305,1.46557e+06,468.977,0.995598,0.305695
530,6.228,44.5709,19.5784,19.5533,734190,733248,1.46746e+06,469.58,0.995597,0.304596
531,6.236,44.4621,19.6035,19.5784,735133,734190,1.46934e+06,470.183,0.995597,0.303502
532,6.244,44.3539,19.6287,19.6035,736075,735133,1.47123e+06,470.787,0.995596,0.302416
533,6.252,44.2463,19.6538,19.6287,737018,736075,1.47311e+06,471.39,0.995596,0.301336
534,6.26,44.1394,19.6789,19.6538,737960,737018,1.475e+06,471.993,0.995595,0.300262
535,6.268,44.033,19.7041,19.6789,738903,737960,1.47688e+06,472.596,0.995595,0.299195
536,6.276,43.9274,19.7292,19.7041,739845,738903,1.47877e+06,473.199,0.995594,0.298134
537,6.284,43.8223,19.7543,19.7292,740788,739845,1.48065e+06,473.802,0.995594,0.297079
538,6.292,43.7178,19.7795,19.7543,741730,740788,1.48254e+06,474.406,0.995593,0.296031
539,6.3,43.614,19.8046,19.7795,742673,741730,1.48442e+06,475.009,0.995593,0.294989
540,6.308,43.5108,19.8297,19.8046,743615,742673,1.48631e+06,475.612,0.995592,0.293954
541,6.316,43.4081,19.8549,19.8297,744557,743615,1.48819e+06,476.215,0.995592,0.292924
542,6.324,43.3061,19.88,19.8549,745500,744557,1.49008e+06,476.818,0.995591,0.291901
543,6.332,43.2047,19.9051,19.88,746442,745500,1.49196e+06,477.422,0.995591,0.290884
544,6.34,43.1038,19.9303,19.9051,747385,746442,1.49385e+06,478.025,0.99559,0.289873
545,6.348,43.0036,19.9554,19.9303,748327,747385,1.49573e+06,478.628,0.99559,0.288868
546,6.356,42.9039,19.9805,19.9554,749270,748327,1.49762e+06,479.231,0.995589,0.287869
547,6.364,42.8048,20.0057,19.9805,750212,749270,1.4995e+06,479.834,0.995589,0.286876
548,6.372,42.7063,20.0308,20.0057,751155,750212,1.50139e+06,480.437,0.995588,0.285889
549,6.38,42.6084,20.0559,20.0308,752097,751155,1.50327e+06,481.041,0.995588,0.284907
550,6.388,42.5111,20.0811,20.0559,753040,752097,1.50516e+06,481.644,0.995587,0.283932
551,6.396,42.4143,20.1062,20.0811,753982,753040,1.50704e+06,482.247,0.995587,0.282962
552,6.404,42.3181,20.1313,20.1062,754925,753982,1.50893e+06,482.85,0.995586,0.281999
553,6.412,42.2224,20.1565,20.1313,755867,754925,1.51081e+06,483.453,0.995586,0.28104
554,6.42,42.1274,20.1816,20.1565,756810,755867,1.5127e+06,484.057,0.995585,0.280088
555,6.428,42.0328,20.2067,20.1816,757752,756810,1.51458e+06,484.66,0.995585,0.279141
556,6.436,41.9388,20.2319,20.2067,758695,757752,1.51647e+06,485.263,0.995584,0.2782
557,6.444,41.8454,20.257,20.2319,759637,758695,1.51835e+06,485.866,0.995584,0.277265
558,6.452,41.7525,20.2821,20.257,760580,759637,1.52024e+06,486.469,0.995583,0.276335
559,6.46,41.6602,20.3073,20.2821,761522,760580,1.52212e+06,487.073,0.995583,0.275411
560,6.468,41.5684,20.3324,20.3073,762465,761522,1.52401e+06,487.676,0.995582,0.274492
561,6.476,41.4771,20.3575,20.3324,763407,762465,1.52589e+06,488.279,0.995582,0.273579
562,6.484,41.3864,20.3827,20.3575,764349,763407,1.52778e+06,488.882,0.995581,0.272671
563,6.492,41.2962,20.4078,20.3827,765292,764349,1.52966e+06,489.485,0.995581,0.271768
564,6.5,41.2066,20.4329,20.4078,766234,765292,1.53155e+06,490.088,0.99558,0.270871
565,6.508,41.1174,20.4581,20.4329,767177,766234,1.53343e+06,490.692,0.99558,0.269979
566,6.516,41.0288,20.4832,20.4581,768119,767177,1.53532e+06,491.295,0.995579,0.269093
567,6.524,40.9407,20.5083,20.4832,769062,768119,1.5372e+06,491.898,0.995579,0.268211
568,6.532,40.8531,20.5334,20.5083,770004,769062,1.53909e+06,492.501,0.995578,0.267335
569,6.54,40.766,20.5586,20.5334,770947,770004,1.54097e+06,493.104,0.995578,0.266464
570,6.548,40.6795,20.5837,20.5586,771889,770947,1.54286e+06,493.708,0.995577,0.265599
571,6.556,40.5934,20.6088,20.5837,772832,771889,1.54474e+06,494.311,0.995576,0.264738
572,6.564,40.5079,20.634,20.6088,773774,772832,1.54663e+06,494.914,0.995576,0.263883
573,6.572,40.4228,20.6591,20.634,774717,773774,1.54851e+06,495.517,0.995575,0.263032
574,6.58,40.3383,20.6842,20.6591,775659,774717,1.5504e+06,496.12,0.995575,0.262187
575,6.588,40.2542,20.7094,20.6842,776602,775659,1.55228e+06,496.723,0.995574,0.261347
576,6.596,40.1706,20.7345,20.7094,777544,776602,1.55417e+06,497.327,0.995574,0.260511
577,6.604,40.0876,20.7596,20.7345,778487,777544,1.55605e+06,497.93,0.995573,0.259681
578,6.612,40.005,20.7848,20.7596,779429,778487,1.55794e+06,498.533,0.995573,0.258855
579,6.62,39.9229,20.8099,20.7848,780372,779429,1.55982e+06,499.136,0.995572,0.258035
580,6.628,39.8412,20.835,20.8099,781314,780372,1.56171e+06,499.739,0.995572,0.257219
581,6.636,39.7601,20.8602,20.835,782257,781314,1.56359e+06,500.343,0.995571,0.256408
582,6.644,39.6794,20.8853,20.8602,783199,782257,1.56548e+06,500.946,0.995571,0.255602
583,6.652,39.5992,20.9104,20.8853,784142,783199,1.56736e+06,501.549,0.99557,0.2548
584,6.66,39.5195,20.9356,20.9104,785084,784142,1.56925e+06,502.152,0.995569,0.254004
585,6.668,39.4402,20.9607,20.9356,786026,785084,1.57113e+06,502.755,0.995569,0.253212
586,6.676,39.3614,20.9858,20.9607,786969,786026,1.57302e+06,503.359,0.995568,0.252424
587,6.684,39.2831,21.011,20.9858,787911,786969,1.5749e+06,503.962,0.995568,0.251642
588,6.692,39.2052,21.0361,21.011,788854,787911,1.57679e+06,504.565,0.995567,0.250864
589,6.7,39.1278,21.0612,21.0361,789796,788854,1.57867e+06,505.168,0.995567,0.25009
590,6.708,39.0509,21.0864,21.0612,790739,789796,1.58056e+06,505.771,0.995566,0.249322
591,6.716,38.9743,21.1115,21.0864,791681,790739,1.58244e+06,506.374,0.995566,0.248557
592,6.724,38.8983,21.1366,21.1115,792624,791681,1.58433e+06,506.978,0.995565,0.247797
593,6.732,38.8227,21.1618,21.1366,793566,792624,1.58621e+06,507.581,0.995564,0.247042
594,6.74,38.7475,21.1869,21.1618,794509,793566,1.5881e+06,508.184,0.995564,0.246291
595,6.748,38.6727,21.212,21.1869,795451,794509,1.58998e+06,508.787,0.995563,0.245545
596,6.756,38.5984,21.2372,21.212,796394,795451,1.59187e+06,509.39,0.995563,0.244803
597,6.764,38.5246,21.2623,21.2372,797336,796394,1.59375e+06,509.994,0.995562,0.244065
598,6.772,38.4512,21.2874,21.2623,798279,797336,1.59564e+06,510.597,0.995562,0.243332
599,6.78,38.3782,21.3126,21.2874,799221,798279,1.59752e+06,511.2,0.995561,0.242603
600,6.788,38.3056,21.3377,21.3126,800164,799221,1.59941e+06,511.803,0.995561,0.241878
601,6.796,38.2335,21.3628,21.3377,801106,800164,1.60129e+06,512.406,0.99556,0.241158
602,6.804,38.1617,21.388,21.3628,802049,801106,1.60318e+06,513.01,0.995559,0.240441
603,6.812,38.0904,21.4131,21.388,802991,802049,1.60506e+06,513.613,0.995559,0.239729
604,6.82,38.0196,21.4382,21.4131,803934,802991,1.60695e+06,514.216,0.995558,0.239022
605,6.828,37.9491,21.4634,21.4382,804876,803934,1.60883e+06,514.819,0.995558,0.238318
606,6.836,37.879,21.4885,21.4634,805819,804876,1.61072e+06,515.422,0.995557,0.237618
